material_name,melting_point_c,density_g_cm3,specific_heat_j_kg_k,target_conversion_pct,required_temp_c
Ba2GaGeN,795.4,5.17,474.5,70.0,556.7
Ba2GaGeN,795.4,5.17,474.5,80.0,636.3
Ba2GaGeN,795.4,5.17,474.5,90.0,715.8
Ba2GaGeN,795.4,5.17,474.5,100.0,845.4
Ba2GaS4,1309.3,4.02,607.2,50.0,654.6
Ba2GaS4,1309.3,4.02,607.2,60.0,785.6
Ba2GaS4,1309.3,4.02,607.2,70.0,916.5
Ba2GaS4,1309.3,4.02,607.2,80.0,1047.4
Ba2GaS4,1309.3,4.02,607.2,90.0,1178.4
Ba2GaS4,1309.3,4.02,607.2,100.0,1359.3
Ba2GaSbS5,1202.6,4.12,593.0,50.0,601.3
Ba2GaSbS5,1202.6,4.12,593.0,60.0,721.6
Ba2GaSbS5,1202.6,4.12,593.0,70.0,841.8
Ba2GaSbS5,1202.6,4.12,593.0,80.0,962.1
Ba2GaSbS5,1202.6,4.12,593.0,90.0,1082.3
Ba2GaSbS5,1202.6,4.12,593.0,100.0,1252.6
Ba2GaSbSe5,1164.7,5.09,481.6,50.0,582.3
Ba2GaSbSe5,1164.7,5.09,481.6,60.0,698.8
Ba2GaSbSe5,1164.7,5.09,481.6,70.0,815.3
Ba2GaSbSe5,1164.7,5.09,481.6,80.0,931.8
Ba2GaSbSe5,1164.7,5.09,481.6,90.0,1048.2
Ba2GaSbSe5,1164.7,5.09,481.6,100.0,1214.7
Ba2Gd(CuO2)4,1420.1,6.46,380.9,50.0,710.0
Ba2Gd(CuO2)4,1420.1,6.46,380.9,60.0,852.0
Ba2Gd(CuO2)4,1420.1,6.46,380.9,70.0,994.0
Ba2Gd(CuO2)4,1420.1,6.46,380.9,80.0,1136.1
Ba2Gd(CuO2)4,1420.1,6.46,380.9,90.0,1278.1
Ba2Gd(CuO2)4,1420.1,6.46,380.9,100.0,1470.1
Ba2Gd2Si4O13,2089.0,5.1,480.8,50.0,1044.5
Ba2Gd2Si4O13,2089.0,5.1,480.8,60.0,1253.4
Ba2Gd2Si4O13,2089.0,5.1,480.8,70.0,1462.3
Ba2Gd2Si4O13,2089.0,5.1,480.8,80.0,1671.2
Ba2Gd2Si4O13,2089.0,5.1,480.8,90.0,1880.1
Ba2Gd2Si4O13,2089.0,5.1,480.8,100.0,2139.0
Ba2GdB2ClO6,1985.9,4.93,497.3,50.0,993.0
Ba2GdB2ClO6,1985.9,4.93,497.3,60.0,1191.5
Ba2GdB2ClO6,1985.9,4.93,497.3,70.0,1390.1
Ba2GdB2ClO6,1985.9,4.93,497.3,80.0,1588.7
Ba2GdB2ClO6,1985.9,4.93,497.3,90.0,1787.3
Ba2GdB2ClO6,1985.9,4.93,497.3,100.0,2035.9
Ba2GdBiO6,1758.6,7.26,339.4,50.0,879.3
Ba2GdBiO6,1758.6,7.26,339.4,60.0,1055.2
Ba2GdBiO6,1758.6,7.26,339.4,70.0,1231.0
Ba2GdBiO6,1758.6,7.26,339.4,80.0,1406.9
Ba2GdBiO6,1758.6,7.26,339.4,90.0,1582.8
Ba2GdBiO6,1758.6,7.26,339.4,100.0,1808.6
Ba2GdC2(O2F)3,1935.2,4.93,496.9,50.0,967.6
Ba2GdC2(O2F)3,1935.2,4.93,496.9,60.0,1161.1
Ba2GdC2(O2F)3,1935.2,4.93,496.9,70.0,1354.7
Ba2GdC2(O2F)3,1935.2,4.93,496.9,80.0,1548.2
Ba2GdC2(O2F)3,1935.2,4.93,496.9,90.0,1741.7
Ba2GdC2(O2F)3,1935.2,4.93,496.9,100.0,1985.2
Ba2GdCl7,1792.7,3.93,620.0,50.0,896.3
Ba2GdCl7,1792.7,3.93,620.0,60.0,1075.6
Ba2GdCl7,1792.7,3.93,620.0,70.0,1254.9
Ba2GdCl7,1792.7,3.93,620.0,80.0,1434.1
Ba2GdCl7,1792.7,3.93,620.0,90.0,1613.4
Ba2GdCl7,1792.7,3.93,620.0,100.0,1842.7
Ba2GdMoO6,1868.3,6.56,375.6,50.0,934.1
Ba2GdMoO6,1868.3,6.56,375.6,60.0,1121.0
Ba2GdMoO6,1868.3,6.56,375.6,70.0,1307.8
Ba2GdMoO6,1868.3,6.56,375.6,80.0,1494.6
Ba2GdMoO6,1868.3,6.56,375.6,90.0,1681.4
Ba2GdMoO6,1868.3,6.56,375.6,100.0,1918.3
Ba2GdNbO6,2040.8,6.5,378.7,50.0,1020.4
Ba2GdNbO6,2040.8,6.5,378.7,60.0,1224.5
Ba2GdNbO6,2040.8,6.5,378.7,70.0,1428.5
Ba2GdNbO6,2040.8,6.5,378.7,80.0,1632.6
Ba2GdNbO6,2040.8,6.5,378.7,90.0,1836.7
Ba2GdNbO6,2040.8,6.5,378.7,100.0,2090.8
Ba2GdPaO6,2166.4,7.22,341.6,50.0,1083.2
Ba2GdPaO6,2166.4,7.22,341.6,60.0,1299.8
Ba2GdPaO6,2166.4,7.22,341.6,70.0,1516.5
Ba2GdPaO6,2166.4,7.22,341.6,80.0,1733.1
Ba2GdPaO6,2166.4,7.22,341.6,90.0,1949.8
Ba2GdPaO6,2166.4,7.22,341.6,100.0,2216.4
Ba2GdReO6,1853.9,7.68,321.5,50.0,926.9
Ba2GdReO6,1853.9,7.68,321.5,60.0,1112.3
Ba2GdReO6,1853.9,7.68,321.5,70.0,1297.7
Ba2GdReO6,1853.9,7.68,321.5,80.0,1483.1
Ba2GdReO6,1853.9,7.68,321.5,90.0,1668.5
Ba2GdReO6,1853.9,7.68,321.5,100.0,1903.9
Ba2GdRuO6,1768.2,6.82,361.1,50.0,884.1
Ba2GdRuO6,1768.2,6.82,361.1,60.0,1060.9
Ba2GdRuO6,1768.2,6.82,361.1,70.0,1237.7
Ba2GdRuO6,1768.2,6.82,361.1,80.0,1414.5
Ba2GdRuO6,1768.2,6.82,361.1,90.0,1591.3
Ba2GdRuO6,1768.2,6.82,361.1,100.0,1818.2
Ba2GdSbO6,1875.6,7.0,351.9,50.0,937.8
Ba2GdSbO6,1875.6,7.0,351.9,60.0,1125.3
Ba2GdSbO6,1875.6,7.0,351.9,70.0,1312.9
Ba2GdSbO6,1875.6,7.0,351.9,80.0,1500.5
Ba2GdSbO6,1875.6,7.0,351.9,90.0,1688.0
Ba2GdSbO6,1875.6,7.0,351.9,100.0,1925.6
Ba2GdTaO6,2094.7,7.44,331.4,50.0,1047.4
Ba2GdTaO6,2094.7,7.44,331.4,60.0,1256.8
Ba2GdTaO6,2094.7,7.44,331.4,70.0,1466.3
Ba2GdTaO6,2094.7,7.44,331.4,80.0,1675.8
Ba2GdTaO6,2094.7,7.44,331.4,90.0,1885.3
Ba2GdTaO6,2094.7,7.44,331.4,100.0,2144.7
Ba2GdUO6,2128.4,7.29,338.1,50.0,1064.2
Ba2GdUO6,2128.4,7.29,338.1,60.0,1277.0
Ba2GdUO6,2128.4,7.29,338.1,70.0,1489.9
Ba2GdUO6,2128.4,7.29,338.1,80.0,1702.7
Ba2GdUO6,2128.4,7.29,338.1,90.0,1915.5
Ba2GdUO6,2128.4,7.29,338.1,100.0,2178.4
Ba2Ge,721.5,4.85,504.6,50.0,360.7
Ba2Ge,721.5,4.85,504.6,60.0,432.9
Ba2Ge,721.5,4.85,504.6,70.0,505.0
Ba2Ge,721.5,4.85,504.6,80.0,577.2
Ba2Ge,721.5,4.85,504.6,90.0,649.3
Ba2Ge,721.5,4.85,504.6,100.0,771.5
Ba2Ge(TeSe)2,1162.1,5.09,481.9,50.0,581.1
Ba2Ge(TeSe)2,1162.1,5.09,481.9,60.0,697.3
Ba2Ge(TeSe)2,1162.1,5.09,481.9,70.0,813.5
Ba2Ge(TeSe)2,1162.1,5.09,481.9,80.0,929.7
Ba2Ge(TeSe)2,1162.1,5.09,481.9,90.0,1045.9
Ba2Ge(TeSe)2,1162.1,5.09,481.9,100.0,1212.1
Ba2Ge2Se5,1124.0,4.91,499.0,50.0,562.0
Ba2Ge2Se5,1124.0,4.91,499.0,60.0,674.4
Ba2Ge2Se5,1124.0,4.91,499.0,70.0,786.8
Ba2Ge2Se5,1124.0,4.91,499.0,80.0,899.2
Ba2Ge2Se5,1124.0,4.91,499.0,90.0,1011.6
Ba2Ge2Se5,1124.0,4.91,499.0,100.0,1174.0
Ba2Ge2Te5,989.1,5.48,447.7,50.0,494.6
Ba2Ge2Te5,989.1,5.48,447.7,60.0,593.5
Ba2Ge2Te5,989.1,5.48,447.7,70.0,692.4
Ba2Ge2Te5,989.1,5.48,447.7,80.0,791.3
Ba2Ge2Te5,989.1,5.48,447.7,90.0,890.2
Ba2Ge2Te5,989.1,5.48,447.7,100.0,1039.1
Ba2Ge4Pd5,804.8,7.66,322.2,50.0,402.4
Ba2Ge4Pd5,804.8,7.66,322.2,60.0,482.9
Ba2Ge4Pd5,804.8,7.66,322.2,70.0,563.4
Ba2Ge4Pd5,804.8,7.66,322.2,80.0,643.8
Ba2Ge4Pd5,804.8,7.66,322.2,90.0,724.3
Ba2Ge4Pd5,804.8,7.66,322.2,100.0,854.8
Ba2Ge5Ir4,756.1,10.1,245.1,50.0,378.1
Ba2Ge5Ir4,756.1,10.1,245.1,60.0,453.7
Ba2Ge5Ir4,756.1,10.1,245.1,70.0,529.3
Ba2Ge5Ir4,756.1,10.1,245.1,80.0,604.9
Ba2Ge5Ir4,756.1,10.1,245.1,90.0,680.5
Ba2Ge5Ir4,756.1,10.1,245.1,100.0,806.1
Ba2GeAs2,900.2,5.13,478.3,50.0,450.1
Ba2GeAs2,900.2,5.13,478.3,60.0,540.1
Ba2GeAs2,900.2,5.13,478.3,70.0,630.1
Ba2GeAs2,900.2,5.13,478.3,80.0,720.2
Ba2GeAs2,900.2,5.13,478.3,90.0,810.2
Ba2GeAs2,900.2,5.13,478.3,100.0,950.2
Ba2GeO4,1785.5,5.45,450.4,50.0,892.7
Ba2GeO4,1785.5,5.45,450.4,60.0,1071.3
Ba2GeO4,1785.5,5.45,450.4,70.0,1249.8
Ba2GeO4,1785.5,5.45,450.4,80.0,1428.4
Ba2GeO4,1785.5,5.45,450.4,90.0,1606.9
Ba2GeO4,1785.5,5.45,450.4,100.0,1835.5
Ba2GeP2,882.8,4.48,545.8,50.0,441.4
Ba2GeP2,882.8,4.48,545.8,60.0,529.7
Ba2GeP2,882.8,4.48,545.8,70.0,618.0
Ba2GeP2,882.8,4.48,545.8,80.0,706.3
Ba2GeP2,882.8,4.48,545.8,90.0,794.5
Ba2GeP2,882.8,4.48,545.8,100.0,932.8
Ba2GeS4,1273.5,4.06,600.9,50.0,636.7
Ba2GeS4,1273.5,4.06,600.9,60.0,764.1
Ba2GeS4,1273.5,4.06,600.9,70.0,891.4
Ba2GeS4,1273.5,4.06,600.9,80.0,1018.8
Ba2GeS4,1273.5,4.06,600.9,90.0,1146.1
Ba2GeS4,1273.5,4.06,600.9,100.0,1323.5
Ba2GeSe4,1230.5,4.95,495.3,50.0,615.2
Ba2GeSe4,1230.5,4.95,495.3,60.0,738.3
Ba2GeSe4,1230.5,4.95,495.3,70.0,861.3
Ba2GeSe4,1230.5,4.95,495.3,80.0,984.4
Ba2GeSe4,1230.5,4.95,495.3,90.0,1107.4
Ba2GeSe4,1230.5,4.95,495.3,100.0,1280.5
Ba2H2Pd(S5O17)2,1339.4,2.87,840.4,50.0,669.7
Ba2H2Pd(S5O17)2,1339.4,2.87,840.4,60.0,803.7
Ba2H2Pd(S5O17)2,1339.4,2.87,840.4,70.0,937.6
Ba2H2Pd(S5O17)2,1339.4,2.87,840.4,80.0,1071.5
Ba2H2Pd(S5O17)2,1339.4,2.87,840.4,90.0,1205.5
Ba2H2Pd(S5O17)2,1339.4,2.87,840.4,100.0,1389.4
Ba2H3I,956.3,4.64,527.1,50.0,478.1
Ba2H3I,956.3,4.64,527.1,60.0,573.8
Ba2H3I,956.3,4.64,527.1,70.0,669.4
Ba2H3I,956.3,4.64,527.1,80.0,765.0
Ba2H3I,956.3,4.64,527.1,90.0,860.7
Ba2H3I,956.3,4.64,527.1,100.0,1006.3
Ba2H6Os,733.1,5.9,416.5,50.0,366.5
Ba2H6Os,733.1,5.9,416.5,60.0,439.8
Ba2H6Os,733.1,5.9,416.5,70.0,513.2
Ba2H6Os,733.1,5.9,416.5,80.0,586.5
Ba2H6Os,733.1,5.9,416.5,90.0,659.8
Ba2H6Os,733.1,5.9,416.5,100.0,783.1
Ba2H6Pt,796.2,5.97,411.9,50.0,398.1
Ba2H6Pt,796.2,5.97,411.9,60.0,477.7
Ba2H6Pt,796.2,5.97,411.9,70.0,557.3
Ba2H6Pt,796.2,5.97,411.9,80.0,636.9
Ba2H6Pt,796.2,5.97,411.9,90.0,716.6
Ba2H6Pt,796.2,5.97,411.9,100.0,846.2
Ba2H6Ru,793.2,4.83,507.1,50.0,396.6
Ba2H6Ru,793.2,4.83,507.1,60.0,475.9
Ba2H6Ru,793.2,4.83,507.1,70.0,555.2
Ba2H6Ru,793.2,4.83,507.1,80.0,634.5
Ba2H6Ru,793.2,4.83,507.1,90.0,713.8
Ba2H6Ru,793.2,4.83,507.1,100.0,843.2
Ba2H8PtO8,1254.6,4.95,495.4,50.0,627.3
Ba2H8PtO8,1254.6,4.95,495.4,60.0,752.8
Ba2H8PtO8,1254.6,4.95,495.4,70.0,878.2
Ba2H8PtO8,1254.6,4.95,495.4,80.0,1003.7
Ba2H8PtO8,1254.6,4.95,495.4,90.0,1129.2
Ba2H8PtO8,1254.6,4.95,495.4,100.0,1304.6
Ba2HRu3O10,1359.5,5.51,445.5,50.0,679.7
Ba2HRu3O10,1359.5,5.51,445.5,60.0,815.7
Ba2HRu3O10,1359.5,5.51,445.5,70.0,951.6
Ba2HRu3O10,1359.5,5.51,445.5,80.0,1087.6
Ba2HRu3O10,1359.5,5.51,445.5,90.0,1223.5
Ba2HRu3O10,1359.5,5.51,445.5,100.0,1409.5
Ba2HfO4,2091.4,7.32,337.0,50.0,1045.7
Ba2HfO4,2091.4,7.32,337.0,60.0,1254.8
Ba2HfO4,2091.4,7.32,337.0,70.0,1464.0
Ba2HfO4,2091.4,7.32,337.0,80.0,1673.1
Ba2HfO4,2091.4,7.32,337.0,90.0,1882.2
Ba2HfO4,2091.4,7.32,337.0,100.0,2141.4
Ba2HfS4,1493.7,4.98,492.5,50.0,746.9
Ba2HfS4,1493.7,4.98,492.5,60.0,896.2
Ba2HfS4,1493.7,4.98,492.5,70.0,1045.6
Ba2HfS4,1493.7,4.98,492.5,80.0,1195.0
Ba2HfS4,1493.7,4.98,492.5,90.0,1344.4
Ba2HfS4,1493.7,4.98,492.5,100.0,1543.7
Ba2Hg,671.9,5.75,427.5,50.0,335.9
Ba2Hg,671.9,5.75,427.5,60.0,403.1
Ba2Hg,671.9,5.75,427.5,70.0,470.3
Ba2Hg,671.9,5.75,427.5,80.0,537.5
Ba2Hg,671.9,5.75,427.5,90.0,604.7
Ba2Hg,671.9,5.75,427.5,100.0,721.9
Ba2Hg3(PdO2)7,1038.8,8.01,308.4,50.0,519.4
Ba2Hg3(PdO2)7,1038.8,8.01,308.4,60.0,623.3
Ba2Hg3(PdO2)7,1038.8,8.01,308.4,70.0,727.2
Ba2Hg3(PdO2)7,1038.8,8.01,308.4,80.0,831.0
Ba2Hg3(PdO2)7,1038.8,8.01,308.4,90.0,934.9
Ba2Hg3(PdO2)7,1038.8,8.01,308.4,100.0,1088.8
Ba2HgPb,765.9,7.33,336.6,50.0,382.9
Ba2HgPb,765.9,7.33,336.6,60.0,459.5
Ba2HgPb,765.9,7.33,336.6,70.0,536.1
Ba2HgPb,765.9,7.33,336.6,80.0,612.7
Ba2HgPb,765.9,7.33,336.6,90.0,689.3
Ba2HgPb,765.9,7.33,336.6,100.0,815.9
Ba2HgS5,1151.1,4.64,527.9,50.0,575.5
Ba2HgS5,1151.1,4.64,527.9,60.0,690.7
Ba2HgS5,1151.1,4.64,527.9,70.0,805.8
Ba2HgS5,1151.1,4.64,527.9,80.0,920.9
Ba2HgS5,1151.1,4.64,527.9,90.0,1036.0
Ba2HgS5,1151.1,4.64,527.9,100.0,1201.1
Ba2Ho(CuO2)4,1427.6,6.58,374.5,50.0,713.8
Ba2Ho(CuO2)4,1427.6,6.58,374.5,60.0,856.6
Ba2Ho(CuO2)4,1427.6,6.58,374.5,70.0,999.3
Ba2Ho(CuO2)4,1427.6,6.58,374.5,80.0,1142.1
Ba2Ho(CuO2)4,1427.6,6.58,374.5,90.0,1284.9
Ba2Ho(CuO2)4,1427.6,6.58,374.5,100.0,1477.6
Ba2HoB2ClO6,1998.5,4.99,490.8,50.0,999.2
Ba2HoB2ClO6,1998.5,4.99,490.8,60.0,1199.1
Ba2HoB2ClO6,1998.5,4.99,490.8,70.0,1398.9
Ba2HoB2ClO6,1998.5,4.99,490.8,80.0,1598.8
Ba2HoB2ClO6,1998.5,4.99,490.8,90.0,1798.6
Ba2HoB2ClO6,1998.5,4.99,490.8,100.0,2048.5
Ba2HoCl7,1790.2,4.04,604.1,50.0,895.1
Ba2HoCl7,1790.2,4.04,604.1,60.0,1074.1
Ba2HoCl7,1790.2,4.04,604.1,70.0,1253.1
Ba2HoCl7,1790.2,4.04,604.1,80.0,1432.1
Ba2HoCl7,1790.2,4.04,604.1,90.0,1611.2
Ba2HoCl7,1790.2,4.04,604.1,100.0,1840.2
Ba2HoMoO6,1870.7,6.86,359.2,50.0,935.4
Ba2HoMoO6,1870.7,6.86,359.2,60.0,1122.4
Ba2HoMoO6,1870.7,6.86,359.2,70.0,1309.5
Ba2HoMoO6,1870.7,6.86,359.2,80.0,1496.6
Ba2HoMoO6,1870.7,6.86,359.2,90.0,1683.6
Ba2HoMoO6,1870.7,6.86,359.2,100.0,1920.7
Ba2HoNbO6,2060.9,6.7,367.4,50.0,1030.5
Ba2HoNbO6,2060.9,6.7,367.4,60.0,1236.6
Ba2HoNbO6,2060.9,6.7,367.4,70.0,1442.7
Ba2HoNbO6,2060.9,6.7,367.4,80.0,1648.8
Ba2HoNbO6,2060.9,6.7,367.4,90.0,1854.8
Ba2HoNbO6,2060.9,6.7,367.4,100.0,2110.9
Ba2HoPaO6,2188.4,7.51,328.6,50.0,1094.2
Ba2HoPaO6,2188.4,7.51,328.6,60.0,1313.0
Ba2HoPaO6,2188.4,7.51,328.6,70.0,1531.9
Ba2HoPaO6,2188.4,7.51,328.6,80.0,1750.7
Ba2HoPaO6,2188.4,7.51,328.6,90.0,1969.5
Ba2HoPaO6,2188.4,7.51,328.6,100.0,2238.4
Ba2HoReO6,1872.7,7.95,310.5,50.0,936.3
Ba2HoReO6,1872.7,7.95,310.5,60.0,1123.6
Ba2HoReO6,1872.7,7.95,310.5,70.0,1310.9
Ba2HoReO6,1872.7,7.95,310.5,80.0,1498.1
Ba2HoReO6,1872.7,7.95,310.5,90.0,1685.4
Ba2HoReO6,1872.7,7.95,310.5,100.0,1922.7
Ba2HoRuO6,1785.2,7.07,348.8,50.0,892.6
Ba2HoRuO6,1785.2,7.07,348.8,60.0,1071.1
Ba2HoRuO6,1785.2,7.07,348.8,70.0,1249.6
Ba2HoRuO6,1785.2,7.07,348.8,80.0,1428.2
Ba2HoRuO6,1785.2,7.07,348.8,90.0,1606.7
Ba2HoRuO6,1785.2,7.07,348.8,100.0,1835.2
Ba2HoSbO6,1894.9,7.1,347.3,50.0,947.5
Ba2HoSbO6,1894.9,7.1,347.3,60.0,1137.0
Ba2HoSbO6,1894.9,7.1,347.3,70.0,1326.5
Ba2HoSbO6,1894.9,7.1,347.3,80.0,1516.0
Ba2HoSbO6,1894.9,7.1,347.3,90.0,1705.5
Ba2HoSbO6,1894.9,7.1,347.3,100.0,1944.9
Ba2HoTaO6,2115.7,7.71,320.0,50.0,1057.8
Ba2HoTaO6,2115.7,7.71,320.0,60.0,1269.4
Ba2HoTaO6,2115.7,7.71,320.0,70.0,1481.0
Ba2HoTaO6,2115.7,7.71,320.0,80.0,1692.5
Ba2HoTaO6,2115.7,7.71,320.0,90.0,1904.1
Ba2HoTaO6,2115.7,7.71,320.0,100.0,2165.7
Ba2HoUO6,2149.8,7.56,326.2,50.0,1074.9
Ba2HoUO6,2149.8,7.56,326.2,60.0,1289.9
Ba2HoUO6,2149.8,7.56,326.2,70.0,1504.9
Ba2HoUO6,2149.8,7.56,326.2,80.0,1719.8
Ba2HoUO6,2149.8,7.56,326.2,90.0,1934.8
Ba2HoUO6,2149.8,7.56,326.2,100.0,2199.8
Ba2I2O,1614.6,4.88,501.7,50.0,807.3
Ba2I2O,1614.6,4.88,501.7,60.0,968.7
Ba2I2O,1614.6,4.88,501.7,70.0,1130.2
Ba2I2O,1614.6,4.88,501.7,80.0,1291.7
Ba2I2O,1614.6,4.88,501.7,90.0,1453.1
Ba2I2O,1614.6,4.88,501.7,100.0,1664.6
Ba2In13Ir4,634.4,9.04,273.6,50.0,317.2
Ba2In13Ir4,634.4,9.04,273.6,60.0,380.7
Ba2In13Ir4,634.4,9.04,273.6,70.0,444.1
Ba2In13Ir4,634.4,9.04,273.6,80.0,507.5
Ba2In13Ir4,634.4,9.04,273.6,90.0,571.0
Ba2In13Ir4,634.4,9.04,273.6,100.0,684.4
Ba2In2O5,1590.1,6.26,393.2,50.0,795.0
Ba2In2O5,1590.1,6.26,393.2,60.0,954.0
Ba2In2O5,1590.1,6.26,393.2,70.0,1113.1
Ba2In2O5,1590.1,6.26,393.2,80.0,1272.1
Ba2In2O5,1590.1,6.26,393.2,90.0,1431.1
Ba2In2O5,1590.1,6.26,393.2,100.0,1640.1
Ba2In2S5,1212.1,4.32,565.1,50.0,606.0
Ba2In2S5,1212.1,4.32,565.1,60.0,727.2
Ba2In2S5,1212.1,4.32,565.1,70.0,848.5
Ba2In2S5,1212.1,4.32,565.1,80.0,969.7
Ba2In2S5,1212.1,4.32,565.1,90.0,1090.9
Ba2In2S5,1212.1,4.32,565.1,100.0,1262.1
Ba2In2Si3SO10,1799.8,4.62,529.6,50.0,899.9
Ba2In2Si3SO10,1799.8,4.62,529.6,60.0,1079.9
Ba2In2Si3SO10,1799.8,4.62,529.6,70.0,1259.9
Ba2In2Si3SO10,1799.8,4.62,529.6,80.0,1439.8
Ba2In2Si3SO10,1799.8,4.62,529.6,90.0,1619.8
Ba2In2Si3SO10,1799.8,4.62,529.6,100.0,1849.8
Ba2InBiO6,1528.4,7.21,342.1,50.0,764.2
Ba2InBiO6,1528.4,7.21,342.1,60.0,917.1
Ba2InBiO6,1528.4,7.21,342.1,70.0,1069.9
Ba2InBiO6,1528.4,7.21,342.1,80.0,1222.7
Ba2InBiO6,1528.4,7.21,342.1,90.0,1375.6
Ba2InBiO6,1528.4,7.21,342.1,100.0,1578.4
Ba2InBiS5,1184.1,4.95,494.8,50.0,592.1
Ba2InBiS5,1184.1,4.95,494.8,60.0,710.5
Ba2InBiS5,1184.1,4.95,494.8,70.0,828.9
Ba2InBiS5,1184.1,4.95,494.8,80.0,947.3
Ba2InBiS5,1184.1,4.95,494.8,90.0,1065.7
Ba2InBiS5,1184.1,4.95,494.8,100.0,1234.1
Ba2InBiSe5,1161.6,5.77,426.1,50.0,580.8
Ba2InBiSe5,1161.6,5.77,426.1,60.0,696.9
Ba2InBiSe5,1161.6,5.77,426.1,70.0,813.1
Ba2InBiSe5,1161.6,5.77,426.1,80.0,929.2
Ba2InBiSe5,1161.6,5.77,426.1,90.0,1045.4
Ba2InBiSe5,1161.6,5.77,426.1,100.0,1211.6
Ba2InBrO3,1652.6,5.87,418.9,50.0,826.3
Ba2InBrO3,1652.6,5.87,418.9,60.0,991.6
Ba2InBrO3,1652.6,5.87,418.9,70.0,1156.8
Ba2InBrO3,1652.6,5.87,418.9,80.0,1322.1
Ba2InBrO3,1652.6,5.87,418.9,90.0,1487.3
Ba2InBrO3,1652.6,5.87,418.9,100.0,1702.6
Ba2InClO3,1690.8,5.59,439.1,50.0,845.4
Ba2InClO3,1690.8,5.59,439.1,60.0,1014.5
Ba2InClO3,1690.8,5.59,439.1,70.0,1183.5
Ba2InClO3,1690.8,5.59,439.1,80.0,1352.6
Ba2InClO3,1690.8,5.59,439.1,90.0,1521.7
Ba2InClO3,1690.8,5.59,439.1,100.0,1740.8
Ba2InCuO4,1501.4,5.83,421.7,50.0,750.7
Ba2InCuO4,1501.4,5.83,421.7,60.0,900.8
Ba2InCuO4,1501.4,5.83,421.7,70.0,1051.0
Ba2InCuO4,1501.4,5.83,421.7,80.0,1201.1
Ba2InCuO4,1501.4,5.83,421.7,90.0,1351.2
Ba2InCuO4,1501.4,5.83,421.7,100.0,1551.4
Ba2InGaO5,1656.8,6.08,404.8,50.0,828.4
Ba2InGaO5,1656.8,6.08,404.8,60.0,994.1
Ba2InGaO5,1656.8,6.08,404.8,70.0,1159.8
Ba2InGaO5,1656.8,6.08,404.8,80.0,1325.5
Ba2InGaO5,1656.8,6.08,404.8,90.0,1491.1
Ba2InGaO5,1656.8,6.08,404.8,100.0,1706.8
Ba2InIrO6,1484.5,7.46,330.8,50.0,742.3
Ba2InIrO6,1484.5,7.46,330.8,60.0,890.7
Ba2InIrO6,1484.5,7.46,330.8,70.0,1039.2
Ba2InIrO6,1484.5,7.46,330.8,80.0,1187.6
Ba2InIrO6,1484.5,7.46,330.8,90.0,1336.1
Ba2InIrO6,1484.5,7.46,330.8,100.0,1534.5
Ba2InO3F,1789.7,5.98,411.3,50.0,894.9
Ba2InO3F,1789.7,5.98,411.3,60.0,1073.8
Ba2InO3F,1789.7,5.98,411.3,70.0,1252.8
Ba2InO3F,1789.7,5.98,411.3,80.0,1431.8
Ba2InO3F,1789.7,5.98,411.3,90.0,1610.8
Ba2InO3F,1789.7,5.98,411.3,100.0,1839.7
Ba2InOsO6,1543.9,7.74,319.0,50.0,771.9
Ba2InOsO6,1543.9,7.74,319.0,60.0,926.3
Ba2InOsO6,1543.9,7.74,319.0,70.0,1080.7
Ba2InOsO6,1543.9,7.74,319.0,80.0,1235.1
Ba2InOsO6,1543.9,7.74,319.0,90.0,1389.5
Ba2InOsO6,1543.9,7.74,319.0,100.0,1593.9
Ba2InRuO6,1527.4,6.71,367.3,50.0,763.7
Ba2InRuO6,1527.4,6.71,367.3,60.0,916.4
Ba2InRuO6,1527.4,6.71,367.3,70.0,1069.2
Ba2InRuO6,1527.4,6.71,367.3,80.0,1221.9
Ba2InRuO6,1527.4,6.71,367.3,90.0,1374.6
Ba2InRuO6,1527.4,6.71,367.3,100.0,1577.4
Ba2InSbO6,1641.1,6.82,361.4,50.0,820.5
Ba2InSbO6,1641.1,6.82,361.4,60.0,984.6
Ba2InSbO6,1641.1,6.82,361.4,70.0,1148.8
Ba2InSbO6,1641.1,6.82,361.4,80.0,1312.9
Ba2InSbO6,1641.1,6.82,361.4,90.0,1477.0
Ba2InSbO6,1641.1,6.82,361.4,100.0,1691.1
Ba2InSbSe5,1143.8,5.34,460.0,50.0,571.9
Ba2InSbSe5,1143.8,5.34,460.0,60.0,686.3
Ba2InSbSe5,1143.8,5.34,460.0,70.0,800.6
Ba2InSbSe5,1143.8,5.34,460.0,80.0,915.0
Ba2InSbSe5,1143.8,5.34,460.0,90.0,1029.4
Ba2InSbSe5,1143.8,5.34,460.0,100.0,1193.8
Ba2La3Si3O12F,2153.8,5.05,485.7,50.0,1076.9
Ba2La3Si3O12F,2153.8,5.05,485.7,60.0,1292.3
Ba2La3Si3O12F,2153.8,5.05,485.7,70.0,1507.6
Ba2La3Si3O12F,2153.8,5.05,485.7,80.0,1723.0
Ba2La3Si3O12F,2153.8,5.05,485.7,90.0,1938.4
Ba2La3Si3O12F,2153.8,5.05,485.7,100.0,2203.8
Ba2LaAg5S6,1071.8,5.55,442.7,50.0,535.9
Ba2LaAg5S6,1071.8,5.55,442.7,60.0,643.1
Ba2LaAg5S6,1071.8,5.55,442.7,70.0,750.2
