base_material,target_phase,density_g_cm3,specific_heat_j_kg_k,required_temp_c
as2pb8o13,monoclinic,8.05,306.6,735.0
as2pbo4,liquid,5.82,422.6,1290.8
as2pbo4,monoclinic,5.82,422.6,742.6
as2pbo6,liquid,6.57,374.6,1329.9
as2pbo6,trigonal,6.57,374.6,619.5
as2pd,liquid,7.77,317.6,708.5
as2pd,cubic,7.77,317.6,291.2
as2pt,liquid,10.56,234.5,823.3
as2pt,cubic,10.56,234.5,445.4
as2rh,liquid,8.01,308.3,807.7
as2rh,monoclinic,8.01,308.3,367.0
as2ru,liquid,8.23,300.1,755.5
as2ru,orthorhombic,8.23,300.1,309.8
as2s2o9,liquid,3.23,751.5,1305.8
as2s2o9,monoclinic,3.23,751.5,596.5
as2s3,liquid,3.1,780.2,620.4
as2s3,triclinic,3.1,780.2,290.3
as2so6,liquid,3.57,682.0,1307.8
as2so6,orthorhombic,3.57,682.0,555.4
as2se3,liquid,4.57,535.0,612.8
as2se3,monoclinic,4.57,535.0,289.1
as3(ho2)5,liquid,3.49,695.9,1205.3
as3(ho2)5,triclinic,3.49,695.9,658.0
as3ho6,liquid,3.73,652.7,1259.2
as3ho6,monoclinic,3.73,652.7,508.9
as3ir,liquid,8.96,275.9,778.7
as3ir,cubic,8.96,275.9,317.8
as3pb2bro6,liquid,5.73,428.8,1277.5
as3pb2bro6,monoclinic,5.73,428.8,733.8
as3pb2clo6,liquid,5.59,439.3,1291.3
as3pb2clo6,orthorhombic,5.59,439.3,707.7
as3pb5bro12,liquid,7.02,351.2,1326.9
as3pb5bro12,hexagonal,7.02,351.2,730.1
as3pb5clo12,liquid,6.86,359.1,1339.4
as3pb5clo12,monoclinic,6.86,359.1,560.1
as3pb5clo9,liquid,6.92,356.0,1283.1
as3pb5clo9,hexagonal,6.92,356.0,539.7
as3pb5o12f,liquid,6.99,352.7,1370.9
as3pb5o12f,hexagonal,6.99,352.7,635.6
as3rh,liquid,7.09,347.9,774.4
as3rh,cubic,7.09,347.9,343.6
as3w2,liquid,11.24,220.5,591.7
as3w2,monoclinic,11.24,220.5,235.2
as4prh10,liquid,9.64,256.6,785.7
as4prh10,trigonal,9.64,256.6,389.4
asauo4,liquid,6.07,405.3,1074.2
asauo4,monoclinic,6.07,405.3,512.9
asbr3,liquid,3.73,653.3,937.1
asbr3,orthorhombic,3.73,653.3,527.9
asbrof8,liquid,3.07,789.4,1373.9
asbrof8,monoclinic,3.07,789.4,572.6
ascl2f3,liquid,2.9,833.9,1261.0
ascl2f3,tetragonal,2.9,833.9,693.4
ascl3,liquid,2.49,965.2,890.1
ascl3,orthorhombic,2.49,965.2,351.2
ascl3o,liquid,2.61,923.6,1070.2
ascl3o,monoclinic,2.61,923.6,541.7
asclf8,liquid,3.02,802.6,1268.5
asclf8,monoclinic,3.02,802.6,695.7
asclof8,liquid,2.76,875.0,1347.3
asclof8,orthorhombic,2.76,875.0,681.9
asf3,liquid,3.57,680.3,1553.2
asf3,orthorhombic,3.57,680.3,776.8
asf5,liquid,3.3,734.3,1518.6
asf5,hexagonal,3.3,734.3,632.2
ash18n3o7,liquid,1.72,1374.7,1010.5
ash18n3o7,monoclinic,1.72,1374.7,489.8
ash3of6,liquid,3.06,791.0,1474.5
ash3of6,triclinic,3.06,791.0,732.4
ashpb4(clo)4,liquid,6.08,404.3,1261.4
ashpb4(clo)4,monoclinic,6.08,404.3,487.0
ashpbo4,liquid,5.67,433.6,1290.8
ashpbo4,monoclinic,5.67,433.6,518.3
asi3,liquid,4.45,549.7,765.4
asi3,trigonal,4.45,549.7,422.6
asi5f6,liquid,4.27,572.4,1200.9
asi5f6,monoclinic,4.27,572.4,595.7
asif12,liquid,3.6,675.9,1459.5
asif12,cubic,3.6,675.9,793.3
asirs,liquid,10.1,245.1,864.6
asirs,cubic,10.1,245.1,434.6
asirse,liquid,10.77,230.1,830.3
asirse,cubic,10.77,230.1,366.9
askrf7,liquid,3.54,687.5,1218.4
askrf7,monoclinic,3.54,687.5,700.6
asn(of3)2,liquid,2.66,906.6,1400.5
asn(of3)2,monoclinic,2.66,906.6,673.8
asn2f7,liquid,2.87,842.7,1241.0
asn2f7,monoclinic,2.87,842.7,549.7
asoss,liquid,10.02,247.1,749.5
asoss,monoclinic,10.02,247.1,351.5
asosse,liquid,10.67,232.2,691.1
asosse,monoclinic,10.67,232.2,276.4
aspo4,liquid,3.64,668.4,1539.5
aspo4,orthorhombic,3.64,668.4,813.0
aspo5,liquid,3.92,621.8,1479.0
aspo5,orthorhombic,3.92,621.8,771.9
aspbf7,liquid,5.88,417.9,1633.5
aspbf7,triclinic,5.88,417.9,773.0
aspd2,liquid,10.14,244.1,717.0
aspd2,orthorhombic,10.14,244.1,369.3
aspd3,liquid,10.65,232.5,714.1
aspd3,tetragonal,10.65,232.5,275.7
aspd3pb2,liquid,11.1,223.3,708.2
aspd3pb2,orthorhombic,11.1,223.3,366.4
aspd5,liquid,11.08,223.6,671.5
aspd5,monoclinic,11.08,223.6,340.3
aspds,liquid,6.58,374.0,731.6
aspds,cubic,6.58,374.0,359.9
aspdse,liquid,7.46,330.5,724.1
aspdse,cubic,7.46,330.5,356.0
asrh2,liquid,10.08,245.5,788.4
asrh2,cubic,10.08,245.5,395.5
asrhs,liquid,7.12,346.2,879.1
asrhs,cubic,7.12,346.2,385.5
asrhse,liquid,8.01,308.1,849.7
asrhse,cubic,8.01,308.1,409.2
asrus,liquid,7.09,347.8,816.8
asrus,monoclinic,7.09,347.8,376.7
ass,liquid,3.26,744.0,621.8
ass,monoclinic,3.26,744.0,253.1
ass(brf2)3,liquid,3.13,773.7,1336.1
ass(brf2)3,monoclinic,3.13,773.7,563.2
ass(clf2)3,liquid,2.46,977.9,1374.6
ass(clf2)3,orthorhombic,2.46,977.9,554.6
ass(if3)2,liquid,3.85,633.0,1355.9
ass(if3)2,monoclinic,3.85,633.0,602.1
asse,liquid,4.36,560.2,603.8
asse,monoclinic,4.36,560.2,283.6
asse(brf2)3,liquid,3.39,716.7,1358.9
asse(brf2)3,monoclinic,3.39,716.7,700.3
asse(clf2)3,liquid,2.71,888.4,1396.9
asse(clf2)3,monoclinic,2.71,888.4,642.1
asse(if2)3,liquid,3.74,650.8,1316.7
asse(if2)3,monoclinic,3.74,650.8,752.8
asse3(clf2)3,liquid,2.87,842.0,1273.1
asse3(clf2)3,monoclinic,2.87,842.0,608.4
asse6if6,liquid,3.79,641.9,1140.7
asse6if6,monoclinic,3.79,641.9,450.3
assei,liquid,4.7,521.1,753.1
assei,monoclinic,4.7,521.1,349.7
asxe2brof12,liquid,3.24,748.4,1216.4
asxe2brof12,monoclinic,3.24,748.4,507.1
asxe2f9,liquid,3.21,755.1,1278.1
asxe2f9,monoclinic,3.21,755.1,644.5
asxef11,liquid,3.23,749.7,1244.6
asxef11,monoclinic,3.23,749.7,630.3
asxef7,liquid,3.75,648.7,1402.6
asxef7,monoclinic,3.75,648.7,774.4
au,liquid,18.03,137.9,595.0
au,cubic,18.03,137.9,242.5
au(of3)2,liquid,4.83,507.2,982.6
au(of3)2,triclinic,4.83,507.2,501.6
au2o3,liquid,11.06,223.9,756.0
au2o3,orthorhombic,11.06,223.9,373.7
au2s,liquid,9.64,256.6,603.3
au2s,cubic,9.64,256.6,263.3
au2se3o10,liquid,5.83,421.4,957.7
au2se3o10,orthorhombic,5.83,421.4,492.6
au2se4o11,liquid,5.72,429.7,994.8
au2se4o11,monoclinic,5.72,429.7,443.6
au3f8,liquid,7.71,320.0,1040.3
au3f8,monoclinic,7.71,320.0,429.1
aubr,liquid,7.83,315.4,731.3
aubr,tetragonal,7.83,315.4,278.3
aubr3,liquid,5.62,437.0,800.6
aubr3,monoclinic,5.62,437.0,399.4
aubrf6,liquid,5.15,476.3,1133.4
aubrf6,monoclinic,5.15,476.3,489.4
aucl,liquid,7.5,329.1,668.9
aucl,tetragonal,7.5,329.1,362.4
aucl2,liquid,5.57,441.1,692.7
aucl2,triclinic,5.57,441.1,279.6
aucl3,liquid,4.52,541.3,695.4
aucl3,monoclinic,4.52,541.3,322.7
auclo,liquid,7.07,348.8,819.4
auclo,trigonal,7.07,348.8,453.0
auf3,liquid,6.91,356.4,1045.9
auf3,hexagonal,6.91,356.4,536.7
auf5,liquid,5.93,414.8,939.3
auf5,orthorhombic,5.93,414.8,375.6
aui,liquid,7.79,316.8,669.6
aui,tetragonal,7.79,316.8,259.2
aui2,liquid,5.72,429.2,642.5
aui2,tetragonal,5.72,429.2,250.9
aun5o14,liquid,3.24,749.6,858.8
aun5o14,monoclinic,3.24,749.6,455.8
aus3(o3f)3,liquid,3.05,794.8,1291.0
aus3(o3f)3,monoclinic,3.05,794.8,607.2
auscl5,liquid,3.38,718.1,684.4
auscl5,monoclinic,3.38,718.1,287.4
auscl7,liquid,3.11,778.5,678.7
auscl7,monoclinic,3.11,778.5,376.7
auso4,liquid,5.4,454.2,1141.0
auso4,orthorhombic,5.4,454.2,642.1
ause,liquid,9.17,269.6,613.1
ause,monoclinic,9.17,269.6,306.5
ausebr,liquid,7.29,338.4,770.9
ausebr,orthorhombic,7.29,338.4,354.3
ausecl7,liquid,3.35,724.0,710.6
ausecl7,monoclinic,3.35,724.0,313.7
auseclo3,liquid,4.93,497.3,962.0
auseclo3,triclinic,4.93,497.3,430.1
auxe2f17,liquid,3.9,625.6,963.3
auxe2f17,orthorhombic,3.9,625.6,418.1
b,liquid,2.48,967.8,595.0
b,trigonal,2.48,967.8,276.4
b(ho)3,liquid,1.65,1430.3,1384.4
b(ho)3,triclinic,1.65,1430.3,545.1
b10(pb2o7)3,liquid,6.12,401.8,1656.4
b10(pb2o7)3,triclinic,6.12,401.8,676.6
b10h13i,liquid,1.36,1707.4,641.1
b10h13i,monoclinic,1.36,1707.4,284.3
b10h14s,liquid,0.86,2612.8,651.2
b10h14s,orthorhombic,0.86,2612.8,311.8
b11h10si,liquid,1.38,1683.8,672.8
b11h10si,monoclinic,1.38,1683.8,323.4
b13c2,liquid,2.45,978.7,592.7
b13c2,trigonal,2.45,978.7,262.8
b2h26c8n20cl2o,liquid,1.41,1653.4,796.9
b2h26c8n20cl2o,orthorhombic,1.41,1653.4,331.1
b2mo,liquid,7.13,345.9,751.9
b2mo,trigonal,7.13,345.9,334.7
b2mo(pbo2)6,liquid,7.44,331.5,1438.1
b2mo(pbo2)6,orthorhombic,7.44,331.5,815.5
b2o3,liquid,2.56,939.2,1809.1
b2o3,trigonal,2.56,939.2,994.4
b2os,liquid,12.76,194.4,655.6
b2os,orthorhombic,12.76,194.4,319.7
b2pb2s5,liquid,5.37,456.7,895.4
b2pb2s5,tetragonal,5.37,456.7,420.7
b2pb4o7,liquid,7.16,344.4,1470.9
b2pb4o7,orthorhombic,7.16,344.4,778.2
b2pb6so12,liquid,6.86,359.2,1440.0
b2pb6so12,orthorhombic,6.86,359.2,731.9
b2ru,liquid,7.56,326.2,688.8
b2ru,orthorhombic,7.56,326.2,314.5
b2s2o9,liquid,2.71,889.5,1490.0
b2s2o9,monoclinic,2.71,889.5,755.4
b2s3,liquid,2.41,995.1,880.7
b2s3,tetragonal,2.41,995.1,481.5
b2se2o7,liquid,3.58,679.6,1406.8
b2se2o7,orthorhombic,3.58,679.6,577.2
b2se3o10,liquid,3.39,716.0,1294.5
b2se3o10,monoclinic,3.39,716.0,630.0
b2w,liquid,12.42,199.7,694.3
b2w,hexagonal,12.42,199.7,313.2
b3h4no5,liquid,2.24,1066.2,1428.0
b3h4no5,monoclinic,2.24,1066.2,810.9
b3os2,liquid,14.28,173.9,673.1
b3os2,hexagonal,14.28,173.9,252.8
b3pb10br3o13,liquid,7.03,350.8,1388.8
b3pb10br3o13,monoclinic,7.03,350.8,570.7
b3pb3no10,liquid,5.97,411.9,1461.5
b3pb3no10,orthorhombic,5.97,411.9,723.2
b3pb6bro10,liquid,7.03,350.8,1466.3
b3pb6bro10,orthorhombic,7.03,350.8,830.5
b3pb6clo10,liquid,7.25,339.9,1476.5
b3pb6clo10,orthorhombic,7.25,339.9,614.3
b3pd16,liquid,10.86,228.2,645.2
b3pd16,monoclinic,10.86,228.2,306.0
b3ru2,liquid,8.31,297.2,708.6
b3ru2,hexagonal,8.31,297.2,360.6
b4c,liquid,2.54,946.3,608.8
b4c,monoclinic,2.54,946.3,290.1
b4osw,liquid,12.47,198.9,681.3
b4osw,hexagonal,12.47,198.9,276.3
b4pbo7,liquid,5.85,420.4,1741.3
b4pbo7,orthorhombic,5.85,420.4,928.4
b4rh5,liquid,9.54,259.3,733.8
b4rh5,hexagonal,9.54,259.3,368.7
b5h12no12,liquid,1.52,1542.6,1379.9
b5h12no12,orthorhombic,1.52,1542.6,775.9
b5h4no8,liquid,1.9,1250.2,1536.2
b5h4no8,orthorhombic,1.9,1250.2,650.2
b5h5ci,liquid,1.67,1414.1,657.4
b5h5ci,monoclinic,1.67,1414.1,270.2
b5h6br,liquid,1.66,1423.9,671.6
b5h6br,monoclinic,1.66,1423.9,251.5
b5h7,liquid,0.96,2361.5,592.9
b5h7,monoclinic,0.96,2361.5,239.0
b5ir3w2,liquid,15.52,160.1,718.1
b5ir3w2,orthorhombic,15.52,160.1,379.3
b5pb2bro9,liquid,5.13,478.1,1691.2
b5pb2bro9,orthorhombic,5.13,478.1,740.2
b5pb2clo9,liquid,4.87,503.1,1703.9
b5pb2clo9,orthorhombic,4.87,503.1,880.5
b5pb2io9,liquid,5.38,455.9,1667.3
b5pb2io9,orthorhombic,5.38,455.9,855.7
b6as,liquid,3.59,677.5,644.1
b6as,trigonal,3.59,677.5,321.9
b6h10n,liquid,0.93,2436.9,675.9
b6h10n,cubic,0.93,2436.9,321.7
b6o,liquid,2.62,918.5,912.4
b6o,trigonal,2.62,918.5,495.7
b6p,liquid,2.61,923.4,696.8
b6p,trigonal,2.61,923.4,317.2
b8h4pbo15,liquid,3.06,790.7,1651.9
b8h4pbo15,monoclinic,3.06,790.7,797.3
b9h11,liquid,0.99,2294.8,594.1
b9h11,orthorhombic,0.99,2294.8,322.4
b9pb8o21f,liquid,6.32,389.5,1615.8
b9pb8o21f,trigonal,6.32,389.5,854.2
bas5(pb3o10)2,liquid,5.84,420.8,1369.0
bas5(pb3o10)2,tetragonal,5.84,420.8,593.0
baso4,liquid,3.62,672.4,1508.7
baso4,tetragonal,3.62,672.4,865.9
bbr3,liquid,3.16,766.7,967.4
bbr3,hexagonal,3.16,766.7,393.6
bcl(of2)2,liquid,2.2,1088.8,1426.5
bcl(of2)2,monoclinic,2.2,1088.8,734.0
bcl3,liquid,1.77,1337.7,1019.2
bcl3,hexagonal,1.77,1337.7,539.7
bclf6,liquid,2.5,962.1,1363.9
bclf6,monoclinic,2.5,962.1,727.2
bf3,liquid,2.18,1098.3,1867.4
bf3,triclinic,2.18,1098.3,854.2
bh(pbo2)2,liquid,6.19,397.7,1409.5
bh(pbo2)2,monoclinic,6.19,397.7,685.8
bh2of3,liquid,1.79,1319.5,1624.5
bh2of3,monoclinic,1.79,1319.5,852.3
bh3nf3,liquid,1.84,1285.7,1426.1
bh3nf3,orthorhombic,1.84,1285.7,686.4
bh3of4,liquid,1.95,1220.3,1578.7
bh3of4,triclinic,1.95,1220.3,612.5
bh4nf4,liquid,1.86,1274.9,1436.4
bh4nf4,orthorhombic,1.86,1274.9,788.2
bh4o2f3,liquid,1.87,1266.5,1480.1
bh4o2f3,monoclinic,1.87,1266.5,631.7
bh5(of2)2,liquid,1.79,1325.8,1467.6
bh5(of2)2,monoclinic,1.79,1325.8,571.3
bh6cn3f4,liquid,1.57,1494.5,1194.8
bh6cn3f4,trigonal,1.57,1494.5,535.1
bho2,liquid,2.1,1138.6,1566.2
bho2,monoclinic,2.1,1138.6,719.5
bhs3o11,liquid,2.24,1069.7,1352.8
bhs3o11,monoclinic,2.24,1069.7,737.8
bi3,liquid,3.79,643.1,706.3
bi3,hexagonal,3.79,643.1,389.4
bir,liquid,15.56,159.6,646.8
bir,hexagonal,15.56,159.6,308.2
birpd,liquid,13.75,180.5,686.9
birpd,orthorhombic,13.75,180.5,312.4
bmo,liquid,8.6,287.5,785.8
bmo,tetragonal,8.6,287.5,341.5
bn,liquid,2.25,1065.3,1185.8
bn,hexagonal,2.25,1065.3,533.9
bn(of2)2,liquid,2.09,1139.2,1494.4
bn(of2)2,monoclinic,2.09,1139.2,732.6
bnf8,liquid,2.47,972.3,1338.7
bnf8,tetragonal,2.47,972.3,718.8
bo2f3,liquid,1.96,1216.4,1501.3
bo2f3,monoclinic,1.96,1216.4,729.7
bos,liquid,16.11,154.3,672.6
bos,hexagonal,16.11,154.3,314.2
bp,liquid,2.98,811.3,767.5
bp,cubic,2.98,811.3,313.5
bp(ibr)3,liquid,3.37,719.6,847.2
bp(ibr)3,orthorhombic,3.37,719.6,474.1
bp(pbo2)4,liquid,7.45,331.1,1514.3
bp(pbo2)4,monoclinic,7.45,331.1,730.2
bpbr6,liquid,3.4,713.6,942.4
bpbr6,orthorhombic,3.4,713.6,371.8
bph4no4f,liquid,2.07,1151.1,1414.2
bph4no4f,cubic,2.07,1151.1,670.0
bpo4,liquid,2.8,862.6,1793.9
bpo4,tetragonal,2.8,862.6,782.1
bppbo5,liquid,5.54,443.0,1696.0
bppbo5,trigonal,5.54,443.0,837.7
bps4,liquid,1.99,1193.6,840.4
bps4,orthorhombic,1.99,1193.6,366.7
bpb2o3f,liquid,6.94,355.1,1570.1
bpb2o3f,hexagonal,6.94,355.1,614.1
bpb7br3o7,liquid,7.4,333.2,1306.2
bpb7br3o7,monoclinic,7.4,333.2,691.3
bpd2,liquid,9.72,254.6,673.9
bpd2,orthorhombic,9.72,254.6,324.9
bpd3,liquid,10.74,230.6,668.5
bpd3,orthorhombic,10.74,230.6,334.4
bpd5,liquid,10.81,229.2,649.3
bpd5,monoclinic,10.81,229.2,325.2
bpd6,liquid,10.95,226.3,637.9
bpd6,monoclinic,10.95,226.3,281.5
bpt2,liquid,17.33,143.4,642.4
bpt2,orthorhombic,17.33,143.4,249.1
brh,liquid,9.34,264.9,743.1
brh,hexagonal,9.34,264.9,355.8
bs2,liquid,1.84,1287.8,878.0
bs2,monoclinic,1.84,1287.8,477.3
bsbr,liquid,2.48,968.6,936.3
bsbr,monoclinic,2.48,968.6,360.6
bsf7,liquid,2.55,943.4,1685.6
bsf7,orthorhombic,2.55,943.4,942.0
bsbpbs4,liquid,4.41,554.4,864.8
bsbpbs4,monoclinic,4.41,554.4,478.7
bse2,liquid,3.6,674.8,637.7
bse2,monoclinic,3.6,674.8,311.2
bte3(of5)3,liquid,3.34,727.0,1604.5
bte3(of5)3,hexagonal,3.34,727.0,833.8
bw,liquid,15.59,159.4,711.9
bw,tetragonal,15.59,159.4,348.6
bw2,liquid,17.02,146.0,660.6
bw2,tetragonal,17.02,146.0,296.0
ba,liquid,3.51,692.8,595.0
ba,cubic,3.51,692.8,282.6
ba(ag3o2)2,liquid,7.24,340.4,923.6
ba(ag3o2)2,orthorhombic,7.24,340.4,470.6
ba(agge)2,liquid,7.18,343.5,699.5
ba(agge)2,tetragonal,7.18,343.5,319.9
ba(agsn)2,liquid,7.22,341.4,729.0
ba(agsn)2,tetragonal,7.22,341.4,333.7
ba(agte)2,liquid,6.62,371.7,978.7
ba(agte)2,orthorhombic,6.62,371.7,422.0
ba(alcl4)2,liquid,2.25,1065.2,1583.0
ba(alcl4)2,monoclinic,2.25,1065.2,856.7
ba(alga)2,liquid,4.87,502.7,718.8
ba(alga)2,tetragonal,4.87,502.7,316.3
ba(alge)2,liquid,4.62,529.3,728.5
ba(alge)2,orthorhombic,4.62,529.3,376.1
ba(als2)2,liquid,3.09,784.9,1339.6
ba(als2)2,cubic,3.09,784.9,563.6
ba(alse2)2,liquid,4.09,597.3,1260.6
ba(alse2)2,orthorhombic,4.09,597.3,673.7
ba(alsi)2,liquid,3.5,694.9,671.2
ba(alsi)2,orthorhombic,3.5,694.9,256.5
ba(alte2)2,liquid,4.58,534.2,1063.2
ba(alte2)2,tetragonal,4.58,534.2,534.5
ba(as3pt2)2,liquid,10.22,242.3,845.9
ba(as3pt2)2,monoclinic,10.22,242.3,320.5
ba(aso3)2,liquid,4.94,496.2,1535.0
ba(aso3)2,monoclinic,4.94,496.2,827.1
ba(aspd)2,liquid,7.77,317.8,900.5
ba(aspd)2,tetragonal,7.77,317.8,349.2
ba(asrh)2,liquid,7.6,324.7,915.5
ba(asrh)2,tetragonal,7.6,324.7,517.4
ba(asru)2,liquid,7.52,328.2,861.3
ba(asru)2,tetragonal,7.52,328.2,364.5
ba(auf4)2,liquid,6.34,388.1,1544.5
ba(auf4)2,tetragonal,6.34,388.1,615.0
ba(auf6)2,liquid,4.4,555.2,1354.3
ba(auf6)2,cubic,4.4,555.2,653.8
ba(auo2)2,liquid,9.1,271.8,1200.5
ba(auo2)2,tetragonal,9.1,271.8,633.9
ba(b2pt3)2,liquid,12.68,195.7,741.2
ba(b2pt3)2,trigonal,12.68,195.7,374.0
ba(bh)12,liquid,1.7,1390.1,752.6
ba(bh)12,trigonal,1.7,1390.1,359.0
ba(bh4)2,liquid,2.17,1099.5,780.6
ba(bh4)2,orthorhombic,2.17,1099.5,397.4
ba(bir)2,liquid,10.07,245.9,775.0
ba(bir)2,tetragonal,10.07,245.9,292.7
ba(bo2)2,liquid,3.69,659.9,1943.6
ba(bo2)2,trigonal,3.69,659.9,845.9
ba(brh)2,liquid,6.88,358.1,760.3
ba(brh)2,tetragonal,6.88,358.1,417.4
ba(bs2)2,liquid,3.13,774.9,1123.1
ba(bs2)2,monoclinic,3.13,774.9,536.8
ba(bse3)2,liquid,4.54,538.9,950.7
ba(bse3)2,orthorhombic,4.54,538.9,427.2
ba(ben)2,liquid,4.48,546.0,1048.6
ba(ben)2,tetragonal,4.48,546.0,478.3
ba(bipd)2,liquid,9.57,258.5,839.1
ba(bipd)2,monoclinic,9.57,258.5,367.9
ba(bis2)2,liquid,5.9,416.9,1080.1
ba(bis2)2,hexagonal,5.9,416.9,424.8
ba(brf4)2,liquid,4.01,608.7,1497.1
ba(brf4)2,tetragonal,4.01,608.7,728.0
ba(bro3)2,liquid,4.0,609.2,1075.5
ba(bro3)2,monoclinic,4.0,609.2,425.2
ba(cd2pt)2,liquid,10.14,244.1,746.1
ba(cd2pt)2,tetragonal,10.14,244.1,410.0
ba(cdas)2,liquid,6.09,404.2,826.7
ba(cdas)2,trigonal,6.09,404.2,345.3
ba(cdge)2,liquid,6.66,369.9,701.5
ba(cdge)2,tetragonal,6.66,369.9,331.4
ba(cdp)2,liquid,5.42,452.6,804.3
ba(cdp)2,trigonal,5.42,452.6,440.8
ba(cdsb)2,liquid,6.1,403.4,821.8
ba(cdsb)2,trigonal,6.1,403.4,405.3
ba(clo4)2,liquid,3.65,666.0,1049.8
ba(clo4)2,orthorhombic,3.65,666.0,455.5
ba(coas)2,liquid,6.78,363.5,820.8
ba(coas)2,tetragonal,6.78,363.5,448.8
ba(coge)2,liquid,6.74,365.4,715.8
ba(coge)2,tetragonal,6.74,365.4,341.3
ba(con)2,liquid,5.69,431.9,774.8
ba(con)2,tetragonal,5.69,431.9,300.3
ba(cosn4)2,liquid,7.22,341.7,651.2
ba(cosn4)2,orthorhombic,7.22,341.7,347.9
ba(cr5s8)2,liquid,3.78,643.7,1059.6
ba(cr5s8)2,triclinic,3.78,643.7,510.1
ba(cu2as)4,liquid,7.33,336.6,646.5
ba(cu2as)4,tetragonal,7.33,336.6,297.5
ba(cu2p)4,liquid,6.46,381.3,678.4
ba(cu2p)4,tetragonal,6.46,381.3,328.3
ba(cuas)2,liquid,6.58,374.2,779.2
ba(cuas)2,tetragonal,6.58,374.2,297.3
ba(cuo)2,liquid,5.91,416.2,1277.5
ba(cuo)2,tetragonal,5.91,416.2,681.2
ba(cup2)2,liquid,4.9,500.5,759.1
ba(cup2)2,orthorhombic,4.9,500.5,362.7
ba(cus)2,liquid,5.62,436.7,1057.0
ba(cus)2,orthorhombic,5.62,436.7,521.8
ba(cusb)2,liquid,7.12,346.5,794.1
ba(cusb)2,tetragonal,7.12,346.5,345.7
ba(dys2)2,liquid,5.43,452.2,1639.2
ba(dys2)2,orthorhombic,5.43,452.2,728.6
ba(dyse2)2,liquid,6.34,388.2,1558.0
ba(dyse2)2,orthorhombic,6.34,388.2,901.5
ba(dyte2)2,liquid,6.42,383.3,1350.5
ba(dyte2)2,orthorhombic,6.42,383.3,531.1
ba(ers2)2,liquid,5.63,436.3,1641.2
ba(ers2)2,orthorhombic,5.63,436.3,788.2
ba(erse2)2,liquid,6.54,376.6,1556.6
ba(erse2)2,orthorhombic,6.54,376.6,774.2
ba(erte2)2,liquid,6.59,373.6,1345.5
ba(erte2)2,orthorhombic,6.59,373.6,528.1
ba(feas)2,liquid,6.12,402.1,843.4
ba(feas)2,orthorhombic,6.12,402.1,436.8
ba(feas)2,liquid,6.76,364.5,801.8
ba(feas)2,tetragonal,6.76,364.5,352.4
ba(febr4)2,liquid,3.41,711.8,1170.9
ba(febr4)2,orthorhombic,3.41,711.8,563.2
ba(feo2)2,liquid,4.7,520.8,1490.1
ba(feo2)2,orthorhombic,4.7,520.8,828.6
ba(fep)2,liquid,5.8,424.1,915.3
ba(fep)2,tetragonal,5.8,424.1,370.8
ba(fesb3)4,liquid,7.65,322.5,691.7
ba(fesb3)4,cubic,7.65,322.5,334.6
ba(gaas)2,liquid,5.36,458.2,840.7
ba(gaas)2,monoclinic,5.36,458.2,412.7
ba(gah)2,liquid,5.24,468.2,775.9
ba(gah)2,trigonal,5.24,468.2,316.0
ba(gao2)2,liquid,4.92,497.7,1725.9
ba(gao2)2,hexagonal,4.92,497.7,756.2
ba(gap)2,liquid,4.58,534.7,844.9
ba(gap)2,monoclinic,4.58,534.7,464.3
ba(gapt)2,liquid,9.61,257.5,916.1
ba(gapt)2,monoclinic,9.61,257.5,434.4
ba(gas2)2,liquid,3.87,629.2,1207.7
ba(gas2)2,cubic,3.87,629.2,677.7
ba(gasb)2,liquid,5.79,424.4,822.2
ba(gasb)2,orthorhombic,5.79,424.4,332.7
ba(gase2)2,liquid,4.75,515.9,1163.4
ba(gase2)2,orthorhombic,4.75,515.9,555.7
ba(gate2)2,liquid,5.17,474.0,1011.6
ba(gate2)2,tetragonal,5.17,474.0,546.5
ba(gdse2)2,liquid,6.09,403.7,1564.4
ba(gdse2)2,orthorhombic,6.09,403.7,782.0
ba(gdte2)2,liquid,6.21,396.3,1364.3
ba(gdte2)2,orthorhombic,6.21,396.3,717.7
ba(ge3pt)4,liquid,8.95,276.1,716.2
ba(ge3pt)4,cubic,8.95,276.1,359.0
ba(geas)2,liquid,5.31,462.4,773.8
ba(geas)2,tetragonal,5.31,462.4,368.1
ba(geau)2,liquid,9.79,252.8,770.6
ba(geau)2,tetragonal,9.79,252.8,291.3
ba(gep)2,liquid,4.54,538.9,776.3
ba(gep)2,tetragonal,4.54,538.9,412.8
ba(gerh)2,liquid,7.51,328.4,883.8
ba(gerh)2,tetragonal,7.51,328.4,442.7
ba(geru)2,liquid,7.41,332.7,761.7
ba(geru)2,orthorhombic,7.41,332.7,324.1
ba(h2o3)2,liquid,2.82,855.7,1160.9
ba(h2o3)2,monoclinic,2.82,855.7,586.1
ba(h8o5)2,liquid,2.24,1068.5,1178.3
ba(h8o5)2,monoclinic,2.24,1068.5,566.2
ba(ho)2,liquid,4.56,536.7,1475.7
ba(ho)2,monoclinic,4.56,536.7,632.3
ba(hos2)2,liquid,5.53,444.4,1639.1
ba(hos2)2,orthorhombic,5.53,444.4,946.1
ba(hote2)2,liquid,6.51,378.3,1346.9
ba(hote2)2,orthorhombic,6.51,378.3,776.6
ba(io3)2,liquid,4.86,503.7,1245.8
ba(io3)2,monoclinic,4.86,503.7,510.0
